id,filename,motif,prompt,alt
38,images/new-city/ep-01/38.webp,desk,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: on an office step, a woman turning and half-smiling, recognised before a word is said, warm morning. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","On an office step, a woman turning and half-smiling, recognised before a word is said, warm morning."
39,images/new-city/ep-01/39.webp,coin,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a locked glass door with an empty office behind it and a receipt bearing only a number. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",A locked glass door with an empty office behind it and a receipt bearing only a number.
40,images/new-city/ep-01/40.webp,board,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a departures board at a station, a two-o'clock train back the way you came. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A departures board at a station, a two-o'clock train back the way you came."
41,images/new-city/ep-01/41.webp,companions,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: an emptying platform; a young traveller with a big backpack rereading a scrap of paper, as lost as you. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","An emptying platform; a young traveller with a big backpack rereading a scrap of paper, as lost as you."
42,images/new-city/ep-01/42.webp,companions,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: two travellers with cases under station light comparing addresses — for a moment, not alone. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","Two travellers with cases under station light comparing addresses — for a moment, not alone."
43,images/new-city/ep-01/43.webp,kiosk,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a newsstand man at night reading your letter among stacks of papers. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",A newsstand man at night reading your letter among stacks of papers.
44,images/new-city/ep-01/44.webp,kiosk,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a kiosk man gesturing toward the river, explaining the firm moved years ago. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A kiosk man gesturing toward the river, explaining the firm moved years ago."
45,images/new-city/ep-01/45.webp,sign,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a torn old company notice on builders' hoarding, a marker word and an arrow pointing east. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A torn old company notice on builders' hoarding, a marker word and an arrow pointing east."
46,images/new-city/ep-01/46.webp,door,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a narrow side door at night with a thin line of warm light beneath it. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",A narrow side door at night with a thin line of warm light beneath it.
47,images/new-city/ep-01/47.webp,door,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a woman leaving an office, pulling on her coat, gesturing toward the river. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A woman leaving an office, pulling on her coat, gesturing toward the river."
48,images/new-city/ep-01/48.webp,bench,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a station bench at night; a man with only a paper cup, no bag and no coat, quietly beside you. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A station bench at night; a man with only a paper cup, no bag and no coat, quietly beside you."
120,images/new-city/ep-01/120.webp,desk,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a question across a desk: why hire a stranger arrived almost by chance. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",A question across a desk: why hire a stranger arrived almost by chance.
121,images/new-city/ep-01/121.webp,coin,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: recounting the agency that nearly took the last of your money; you were right to walk away. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",Recounting the agency that nearly took the last of your money; you were right to walk away.
141,images/new-city/ep-01/141.webp,desk,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a plain handshake in a plain office, morning light — everything earned. Mood: warm, resolved, a held breath let go. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A plain handshake in a plain office, morning light — everything earned."
142,images/new-city/ep-01/142.webp,desk,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: walking in rested and owing nothing, the river bright through the office window. Mood: warm, resolved, a held breath let go. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","Walking in rested and owing nothing, the river bright through the office window."
143,images/new-city/ep-01/143.webp,notebook,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a hand closing a notebook with your name in it, the city going on outside. Mood: muted, unresolved, neither win nor loss. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A hand closing a notebook with your name in it, the city going on outside."
144,images/new-city/ep-01/144.webp,suit,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: new carpet, a lanyard, a screen — everything correct and nothing felt. Mood: correct but hollow, a warmth withheld. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","New carpet, a lanyard, a screen — everything correct and nothing felt."
145,images/new-city/ep-01/145.webp,keys,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a borrowed kettle and a spare key on a stranger's table — not hired, not alone. Mood: muted, unresolved, neither win nor loss. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A borrowed kettle and a spare key on a stranger's table — not hired, not alone."
146,images/new-city/ep-01/146.webp,notebook,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a closed appointment diary and full chairs in a reception, a kind final shake of the head. Mood: cold, closed, the cost of the night. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A closed appointment diary and full chairs in a reception, a kind final shake of the head."
147,images/new-city/ep-01/147.webp,bench,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: grey morning over an empty bench, nine o'clock come and gone, too cold to move. Mood: cold, closed, the cost of the night. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","Grey morning over an empty bench, nine o'clock come and gone, too cold to move."
49,images/new-city/ep-01/49.webp,lamp,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: the same closed shop passing twice, a useless map, the city belonging to no one at one in the morning. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","The same closed shop passing twice, a useless map, the city belonging to no one at one in the morning."
50,images/new-city/ep-01/50.webp,lamp,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a lone all-night launderette spilling yellow light; an attendant folding towels, sketching a route. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A lone all-night launderette spilling yellow light; an attendant folding towels, sketching a route."
51,images/new-city/ep-01/51.webp,door,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a glass door at the back, a name half-scraped away, still reading as a surname. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A glass door at the back, a name half-scraped away, still reading as a surname."
52,images/new-city/ep-01/52.webp,window,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a lit upstairs window; a child of about ten watching the street, quite calm. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A lit upstairs window; a child of about ten watching the street, quite calm."
53,images/new-city/ep-01/53.webp,bus,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a night bus surging past, warm yellow windows, only seconds to decide. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A night bus surging past, warm yellow windows, only seconds to decide."
54,images/new-city/ep-01/54.webp,bridge,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a bridge over black water; dark glass offices on the far bank and one window lit high up, a crescent moon. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A bridge over black water; dark glass offices on the far bank and one window lit high up, a crescent moon."
55,images/new-city/ep-01/55.webp,quay,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a night watchman leaning from a lit booth at the new offices, waving you in to warm up. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A night watchman leaning from a lit booth at the new offices, waving you in to warm up."
56,images/new-city/ep-01/56.webp,card,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a closed café at night, a light at the back, someone stacking chairs, a card on the glass. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A closed café at night, a light at the back, someone stacking chairs, a card on the glass."
57,images/new-city/ep-01/57.webp,cup,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a café door opened on its chain; a voice telling you the woman comes each morning for coffee. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",A café door opened on its chain; a voice telling you the woman comes each morning for coffee.
58,images/new-city/ep-01/58.webp,cup,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a station cleaner pouring half a cup from a thermos at dawn. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",A station cleaner pouring half a cup from a thermos at dawn.
59,images/new-city/ep-01/59.webp,companions,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a modest breakfast table; a fellow traveller warning against the agency across the road. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",A modest breakfast table; a fellow traveller warning against the agency across the road.
60,images/new-city/ep-01/60.webp,suit,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a queue before a yellow WORK-FOR-ALL sign at dawn, tired faces, breath in the cold. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A queue before a yellow WORK-FOR-ALL sign at dawn, tired faces, breath in the cold."
61,images/new-city/ep-01/61.webp,suit,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a good-suited man sliding a registration form across a counter, hand out for the money. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A good-suited man sliding a registration form across a counter, hand out for the money."
62,images/new-city/ep-01/62.webp,coin,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a man leaning on a wall outside, a receipt like yours in hand, never called back. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A man leaning on a wall outside, a receipt like yours in hand, never called back."
63,images/new-city/ep-01/63.webp,envelopes,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a reception tray of returned letters, old crossed-out addresses, one of them yours. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A reception tray of returned letters, old crossed-out addresses, one of them yours."
65,images/new-city/ep-01/65.webp,taxi,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: from a taxi at night, the driver warning about the agencies near the station. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","From a taxi at night, the driver warning about the agencies near the station."
67,images/new-city/ep-01/67.webp,quay,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: grey dawn on the river quay: a coffee cart opening, delivery vans, gulls on grey water. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","Grey dawn on the river quay: a coffee cart opening, delivery vans, gulls on grey water."
68,images/new-city/ep-01/68.webp,suit,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: watching the quay doors; the agency's good-suited man entering a nameless building two doors down. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",Watching the quay doors; the agency's good-suited man entering a nameless building two doors down.
